line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names
4380;mup;Malvi;Malvi language;;;;;;;
4381;muq;Eastern Xiangxi Miao;Eastern Xiangxi Miao language;;hmn;Hmong;;;;;
4382;mur;Murle;Murle language;;sdv;Eastern Sudanic;;;;;
4383;mus;Creek;Creek language;;nai-mus;Muskogean;;;;Latn;Muscogee
4384;mut;Western Muria;Western Muria language;;dra;Dravidian;;;;;
4385;muu;Yaaku;Yaaku language;;cus;Cushitic;;;;;
4386;muv;Muthuvan;Muthuvan language;;dra;Dravidian;;;;;
4387;mux;Bo-Ung;Bo-Ung language;;;;;;;
4388;muy;Muyang;Muyang language;;cdc-cbm;Central Chadic;;;;Latn;
4389;muz;Mursi;Mursi language;;sdv;Eastern Sudanic;;;;;
4390;mva;Manam;Manam language;;poz-ocw;Western Oceanic;;;;Latn;
4391;mvb;Mattole;Mattole language;;ath-pco;Pacific Coast Athabaskan;;;;Latn;
4392;mvd;Mamboru;Mamboru language;;;;;;;
4393;mvg;Yucuañe Mixtec;Yucuañe Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4394;mvh;Mire;Mire language;;;;;;;
4395;mvi;Miyako;Miyako language;;jpx-ryu;Ryukyuan;;;;Jpan;
4396;mvk;Mekmek;Mekmek language;;;;;;;
4397;mvl;Mbara (Australia);Mbara (Australia) language;;aus-pam;Pama-Nyungan;;;;;Mbara,Midjamba
4398;mvm;Muya;Muya language;;sit-qia;Qiangic;;;;;
4399;mvn;Minaveha;Minaveha language;;poz-ocw;Western Oceanic;;;;;
4400;mvo;Marovo;Marovo language;;poz-ocw;Western Oceanic;;;;;
4401;mvp;Duri;Duri language;;;;;;;
4402;mvq;Moere;Moere language;;;;;;;
4403;mvr;Marau;Marau language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;
4404;mvs;Massep;Massep language;;;;;;;
4405;mvt;Mpotovoro;Mpotovoro language;;poz-vnc;North-Central Vanuatu;;;;;
4406;mvu;Marfa;Marfa language;;;;;;;
4407;mvv;Tagal Murut;Tagal Murut language;;poz-san;Sabahan;;;;Latn;
4408;mvw;Machinga;Machinga language;;;;;;;
4409;mvx;Meoswar;Meoswar language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;
4410;mvy;Indus Kohistani;Indus Kohistani language;;;;;;;
4411;mvz;Mesqan;Mesqan language;;sem-eth;Ethiopian Semitic;;;;;
4412;mwa;Mwatebu;Mwatebu language;;poz-ocw;Western Oceanic;;;;Latn;
4413;mwb;Juwal;Juwal language;;qfa-tor;Torricelli;;;;Latn;
4414;mwc;Are;Are language;;poz-ocw;Western Oceanic;;;;Latn;
4415;mwe;Mwera;Mwera language;;;;;;Latn;Chimwera,Cimwera,Mwela
4416;mwf;Murrinh-Patha;Murrinh-Patha language;;aus-dal;Daly;;;;Latn;
4417;mwg;Aiklep;Aiklep language;;poz-ocw;Western Oceanic;;;;Latn;
4418;mwh;Mouk-Aria;Mouk-Aria language;;poz-ocw;Western Oceanic;;;;Latn;
4419;mwi;Labo;Labo language;;poz-vnc;North-Central Vanuatu;;;;Latn;
4420;mwk;Kita Maninkakan;Kita Maninkakan language;;;;;;;
4421;mwl;Mirandese;Mirandese language;;roa;Romance;;;;Latn;
4422;mwm;Sar;Sar language;;;;;;;
4423;mwn;Nyamwanga;Nyamwanga language;;;;;;;
4424;mwo;Central Maewo;Central Maewo language;;;;;;;
4425;mwp;Kala Lagaw Ya;Kala Lagaw Ya language;;aus-pam;Pama-Nyungan;;;;Latn;
4426;mwq;Mün Chin;Mün Chin language;;tbq-kuk;Kukish;;;;;Mün,Müün Chin
4427;mwr;Marwari;Marwari language;;inc;Indo-Aryan;;;;Deva,Mahj;Merwari,Mewari,Dhundari,Shekhawati,Harauti,Goaria,Gurgula
4428;mws;Mwimbi-Muthambi;Mwimbi-Muthambi language;;bnt;Bantu;;;;Latn;
4429;mwt;Moken;Moken language;;poz;Malayo-Polynesian;;;;;
4430;mwu;Mittu;Mittu language;;csu;Central Sudanic;;;;Latn;
4431;mwv;Mentawai;Mentawai language;;poz-nws;Northwest Sumatran;;;;Latn;
4432;mww;White Hmong;White Hmong language;;hmn;Hmong;;;;Latn,Hmng;Hmong Daw,Hmoob Dawb
4433;mwx;Mediak;Mediak language;;sdv;Eastern Sudanic;;;;;
4434;mwy;Mosiro;Mosiro language;;sdv;Eastern Sudanic;;;;;
4435;mwz;Moingi;Moingi language;;;;;;;
4436;mxa;Northwest Oaxaca Mixtec;Northwest Oaxaca Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4437;mxb;Tezoatlán Mixtec;Tezoatlán Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4438;mxc;Manyika;Manyika language;;;;;;;
4439;mxd;Modang;Modang language;;;;;;;
4440;mxe;Mele-Fila;Mele-Fila language;;poz-pol;Polynesian;;;;;
4441;mxf;Malgbe;Malgbe language;;;;;;;
4442;mxg;Mbangala;Mbangala language;;;;;;;
4443;mxh;Mvuba;Mvuba language;;csu;Central Sudanic;;;;Latn;
4444;mxi;Mozarabic;Mozarabic language;;roa;Romance;;;;Arab,Hebr,Latn;
4445;mxj;Miju;Miju language;;;;;;Latn,Deva;Miju Mishmi,Miju-Mishmi,Geman Deng,Geman,Kaman,Kman,Midzu
4446;mxk;Monumbo;Monumbo language;;qfa-tor;Torricelli;;;;;
4447;mxl;Maxi Gbe;Maxi Gbe language;;;;;;;
4448;mxm;Meramera;Meramera language;;poz-ocw;Western Oceanic;;;;;
4449;mxn;Moi (Indonesia);Moi (Indonesia) language;;paa;Papuan;;;;;Moi,Mekwei
4450;mxo;Mbowe;Mbowe language;;;;;;;
4451;mxp;Tlahuitoltepec Mixe;Tlahuitoltepec Mixe language;;;;;;;
4452;mxq;Juquila Mixe;Juquila Mixe language;;;;;;;
4453;mxr;Murik (Malaysia);Murik (Malaysia) language;;;;;;Latn;Murik,Kayan Murik
4454;mxs;Huitepec Mixtec;Huitepec Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4455;mxt;Jamiltepec Mixtec;Jamiltepec Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4456;mxu;Mada (Cameroon);Mada (Cameroon) language;;cdc-cbm;Central Chadic;;;;Latn;Mada
4457;mxv;Metlatónoc Mixtec;Metlatónoc Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4458;mxw;Namo;Namo language;;;;;;;
4459;mxx;Mahou;Mahou language;;dmn;Mande;;;;;Mawukakan,Mahu,Maou,Mau,Mawu
4460;mxy;Southeastern Nochixtlán Mixtec;Southeastern Nochixtlán Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4461;mxz;Central Masela;Central Masela language;;;;;;;
4462;my;Burmese;Burmese language;;tbq-brm;Burmish;;;;Mymr;Myanmar
4463;myb;Mbay;Mbay language;;;;;;;
4464;myc;Mayeka;Mayeka language;;;;;;;
4465;myd;Maramba;Maramba language;;;;;;;
4466;mye;Myene;Myene language;;;;;;;
4467;myf;Bambassi;Bambassi language;;;;;;;
4468;myg;Manta;Manta language;;nic-grf;Grassfields;;;;Latn;
4469;myh;Makah;Makah language;;wak;Wakashan;;;;Latn;
4470;myj;Mangayat;Mangayat language;;;;;;;
4471;myk;Mamara Senoufo;Mamara Senoufo language;;;;;;;
4472;myl;Moma;Moma language;;;;;;;
4473;mym;Me'en;Me'en language;;sdv;Eastern Sudanic;;;;;
4474;myn-chl;Ch'olti';Ch'olti' language;;myn;Mayan;;;exceptional;Latinx;Cholti,Colonial Ch'olti',Colonial Cholti
4475;myn-pro;Proto-Mayan;Proto-Mayan language;reconstructed;myn;Mayan;;;exceptional;Latinx;Proto-Maya
4476;myo;Anfillo;Anfillo language;;;;;;;
4477;myp;Pirahã;Pirahã language;;sai-mur;Muran;;;;Latn;
4478;myr;Muniche;Muniche language;;;;;;;
4479;mys;Mesmes;Mesmes language;;sem-eth;Ethiopian Semitic;;;;;
4480;myu;Mundurukú;Mundurukú language;;tup;Tupian;;;;Latn;
4481;myv;Erzya;Erzya language;;urj-mdv;Mordvinic;;;;Cyrl;Mordvin
4482;myw;Muyuw;Muyuw language;;poz-ocw;Western Oceanic;;;;;
4483;myx;Masaba;Masaba language;;bnt;Bantu;;;;Latn;Masaaba
4484;myy;Macuna;Macuna language;;sai-tuc;Tucanoan;;;;;Buhagana,Bujagana,Wahana
4485;myz;Classical Mandaic;Classical Mandaic language;;sem-ara;Aramaic;;;;Mand;
4486;mza;Santa María Zacatepec Mixtec;Santa María Zacatepec Mixtec language;;omq-mix;Mixtecan;;;;Latn;
4487;mzb;Tumzabt;Tumzabt language;;ber;Berber;;;;;Mozabite,Tumẓabt
4488;mzc;Madagascar Sign Language;Madagascar Sign Language;;sgn;sign;;;;;
4489;mzd;Malimba;Malimba language;;;;;;;
4490;mze;Morawa;Morawa language;;;;;;;
4491;mzg;Monastic Sign Language;Monastic Sign Language;;sgn;sign;;;;;
4492;mzh;Wichí Lhamtés Güisnay;Wichí Lhamtés Güisnay language;;sai-wic;Wichí;;;;Latn;
4493;mzi;Ixcatlán Mazatec;Ixcatlán Mazatec language;;omq-maz;Mazatecan;;;;Latn;
4494;mzj;Manya;Manya language;;;;;;;
4495;mzk;Nigeria Mambila;Nigeria Mambila language;;nic-bod;Bantoid;;;;Latn;
4496;mzl;Mazatlán Mixe;Mazatlán Mixe language;;;;;;;
4497;mzm;Mumuye;Mumuye language;;alv-sav;Savanna;;;;Latn;
4498;mzn;Mazanderani;Mazanderani language;;ira-wes;Western Iranian;;;;fa-Arab,mzn-Arab;Mazandarani,Tabari
4499;mzo;Matipuhy;Matipuhy language;;sai-car;Cariban;;;;Latn;
4500;mzp;Movima;Movima language;;;;;;;
4501;mzq;Mori Atas;Mori Atas language;;;;;;;
4502;mzr;Marúbo;Marúbo language;;sai-pan;Panoan;;;;Latn;
4503;mzs;Macanese;Macanese language;;crp;creole or pidgin;;;;Latn;
4504;mzt;Mintil;Mintil language;;;;;;;
4505;mzu;Inapang;Inapang language;;paa;Papuan;;;;Latn;
4506;mzv;Manza;Manza language;;;;;;;
4507;mzw;Deg;Deg language;;nic-gur;Gur;;;;Latn;
4508;mzx;Mawayana;Mawayana language;;;;;;;
4509;mzy;Mozambican Sign Language;Mozambican Sign Language;;sgn;sign;;;;;
4510;mzz;Maiadomu;Maiadomu language;;poz-ocw;Western Oceanic;;;;;
4511;na;Nauruan;Nauruan language;;poz-mic;Micronesian;;;;Latn;Nauru
4512;naa;Namla;Namla language;;paa;Papuan;;;;Latn;
4513;nab;Nambikwara;Nambikwara language;;sai-nmk;Nambikwaran;;;;Latn;Nambiquara,Nambicuara,Nambikuara,Southern Nambikuára
4514;nac;Narak;Narak language;;ngf;Trans-New Guinea;;;;Latn;
4515;nae;Naka'ela;Naka'ela language;;poz;Malayo-Polynesian;;;;Latn;
4516;naf;Nabak;Nabak language;;ngf;Trans-New Guinea;;;;Latn;
4517;nag;Naga Pidgin;Naga Pidgin language;;crp;creole or pidgin;;;;Latn;Nagamese
4518;nah;Nahuatl;Nahuatl language;;azc-nah;Nahuan;;;;Latn;
4519;nai-ala;Alazapa;Alazapa language;;;;;exceptional;Latn;Alasapa,Pinto
4520;nai-bay;Bayogoula;Bayogoula language;;;;;exceptional;Latn;Bayougoula,Bayou Goula,Ischenoca
4521;nai-bvy;Buena Vista Yokuts;Buena Vista Yokuts language;;nai-yok;Yokutsan;;;exceptional;Latn;Tulamni-Hometwoli,Tulamni,Tulamne,Tuolumne,Tawitchi,Hometwoli,Taneshach
4522;nai-cal;Calusa;Calusa language;;;;;exceptional;Latn;
4523;nai-chi;Chiquimulilla;Chiquimulilla language;;nai-xin;Xincan;;;exceptional;Latn;
4524;nai-chu-pro;Proto-Chumash;Proto-Chumash language;reconstructed;nai-chu;Chumashan;;;exceptional;Latinx;Proto-Chumashan
4525;nai-cig;Ciguayo;Ciguayo language;;;;;exceptional;Latn;
4526;nai-ckn-pro;Proto-Chinookan;Proto-Chinookan language;reconstructed;nai-ckn;Chinookan;;;exceptional;Latinx;Proto-Chinook
4527;nai-cui;Cuitlatec;Cuitlatec language;;;;;exceptional;Latn;Cuitlateco
4528;nai-dly;Delta Yokuts;Delta Yokuts language;;nai-yok;Yokutsan;;;exceptional;Latn;Far Northern Valley Yokuts,Yachikumne,Yachikumni,Chulamni,Lower San Joaquin,Lakisamni,Tawalimni
4529;nai-gsy;Gashowu;Gashowu language;;nai-yok;Yokutsan;;;exceptional;Latn;
4530;nai-guz;Guazacapán;Guazacapán language;;nai-xin;Xincan;;;exceptional;Latn;Guazacapan
4531;nai-jtp;Jutiapa;Jutiapa language;;nai-xin;Xincan;;;exceptional;Latn;Xutiapa,Jalapa,Xalapa
4532;nai-jum;Jumaytepeque;Jumaytepeque language;;nai-xin;Xincan;;;exceptional;Latn;Jumaitepeque,Jumaytepec
4533;nai-kat;Kathlamet;Kathlamet language;;nai-ckn;Chinookan;;;exceptional;Latn;Kathlamet Chinook
4534;nai-knm;Konomihu;Konomihu language;;nai-shs;Shastan;;;exceptional;Latn;
4535;nai-kry;Kings River Yokuts;Kings River Yokuts language;;nai-yok;Yokutsan;;;exceptional;Latn;Choinimni,Choynimni,Ayticha,Kocheyali,Ayitcha,Michahay,Chukaymina,Chukaimina
4536;nai-mac;Macoris;Macoris language;;;;;exceptional;Latn;Macorís,Macorix,Mazorij,Mazorig,Mazoriges
4537;nai-mdu-pro;Proto-Maidun;Proto-Maidun language;reconstructed;nai-mdu;Maiduan;;;exceptional;Latinx;Proto-Maiduan
4538;nai-miz-pro;Proto-Mixe-Zoque;Proto-Mixe-Zoque language;reconstructed;nai-miz;Mixe-Zoquean;;;exceptional;Latinx;Proto-Mixe-Zoquean
4539;nai-nao;Naolan;Naolan language;;;;;exceptional;Latn;
4540;nai-nrs;New River Shasta;New River Shasta language;;nai-shs;Shastan;;;exceptional;Latn;
4541;nai-nvy;Northern Valley Yokuts;Northern Valley Yokuts language;;nai-yok;Yokutsan;;;exceptional;Latn;Chukchansi,Kechayi,Dumna,Chawchila,Noptinte,Nopṭinṭe,Nopthrinthre,Nopchinchi,Takin
4542;nai-okw;Okwanuchu;Okwanuchu language;;nai-shs;Shastan;;;exceptional;Latn;
4543;nai-per;Pericú;Pericú language;;;;;exceptional;Latn;
4544;nai-pic;Picuris;Picuris language;;nai-kta;Kiowa-Tanoan;;;exceptional;Latn;
4545;nai-ply;Palewyami;Palewyami language;;nai-yok;Yokutsan;;;exceptional;Latn;Paleuyami,Altinin,Poso Creek,Poso Creek Yokuts
4546;nai-pom-pro;Proto-Pomo;Proto-Pomo language;reconstructed;nai-pom;Pomoan;;;exceptional;Latn;Proto-Pomoan
4547;nai-qng;Quinigua;Quinigua language;;;;;exceptional;Latn;
4548;nai-sca-pro;Proto-Siouan-Catawban;Proto-Siouan-Catawban language;reconstructed;nai-sca;Siouan-Catawban;;;exceptional;Latinx;
4549;nai-sin;Sinacantán;Sinacantán language;;nai-xin;Xincan;;;exceptional;Latn;Sinacantan,Zinacantán,Zinacantan
4550;nai-sln;Salvadoran Lenca;Salvadoran Lenca language;;nai-len;Lencan;;;exceptional;Latn;
4551;nai-spt;Sahaptin;Sahaptin language;;nai-shp;Sahaptian;;;exceptional;Latn;Shahaptin
4552;nai-svy;Southern Valley Yokuts;Southern Valley Yokuts language;;nai-yok;Yokutsan;;;exceptional;Latn;Yawelmani,Tachi,Koyeti,Nutunutu,Chunut,Wo'lasi,Choynok,Choinok,Wechihit
4553;nai-tap;Tapachultec;Tapachultec language;;nai-miz;Mixe-Zoquean;;;exceptional;Latn;Tapachulteca,Tapachulteco,Tapachula
4554;nai-taw;Tawasa;Tawasa language;;;;;exceptional;Latn;
4555;nai-teq;Tequistlatec;Tequistlatec language;;nai-tqn;Tequistlatecan;;;exceptional;Latn;Tequistlateco,Tequistlateca,Chontal,Chontol of Oaxaca,Oaxaca Chontal,Oaxacan Chontal
4556;nai-tip;Tipai;Tipai language;;nai-yuc;Yuman-Cochimí;;;exceptional;Latn;Tipay,Tiipai,Tiipay,Jamul Tiipay
4557;nai-tky;Tule-Kaweah Yokuts;Tule-Kaweah Yokuts language;;nai-yok;Yokutsan;;;exceptional;Latn;Wikchamni,Wukchamni,Wukchumni,Yawdanchi
4558;nai-tot-pro;Proto-Totozoquean;Proto-Totozoquean language;reconstructed;nai-tot;Totozoquean;;;exceptional;Latinx;
4559;nai-utn-pro;Proto-Utian;Proto-Utian language;reconstructed;nai-utn;Utian;;;exceptional;Latinx;Proto-Miwok-Costanoan
4560;nai-wai;Waikuri;Waikuri language;;;;;exceptional;Latn;Guaycura,Waicura
4561;nai-yav;Yavapai;Yavapai language;;nai-yuc;Yuman-Cochimí;;;exceptional;Latn;Kwevkepaya,Wipukpaya,Tolkepaya,Yavepe
4562;nai-yup;Yupiltepeque;Yupiltepeque language;;nai-xin;Xincan;;;exceptional;Latn;Jupiltepeque,Yupiltepec,Jupiltepec,Xupiltepec
4563;naj;Nalu;Nalu language;;alv-sng;Senegambian;;;;Latn;
4564;nak;Nakanai;Nakanai language;;poz-ocw;Western Oceanic;;;;Latn;
4565;nal;Nalik;Nalik language;;poz-ocw;Western Oceanic;;;;Latn;
4566;nam;Ngan'gityemerri;Ngan'gityemerri language;;;;;;Latn;Ngan'gi,Nangikurrunggurr
4567;nan;Min Nan;Min Nan language;;zhx;Sinitic;;;;Hani,Latn;Hokkien,Taiwanese,Amoy,Xiamenese
4568;nao;Naaba;Naaba language;;tbq;Tibeto-Burman;;;;;Naapa,Nawa Sherpa
4569;nap;Neapolitan;Neapolitan language;;roa;Romance;;;;Latn;
4570;naq;Nama;Nama language;;khi-kho;Khoe;;;;Latn;Khoekhoe,Hottentot
4571;nar;Iguta;Iguta language;;nic-bco;Benue-Congo;;;;Latn;
4572;nas;Nasioi;Nasioi language;;paa;Papuan;;;;Latn;Naasioi
4573;nat;Hungworo;Hungworo language;;nic-bco;Benue-Congo;;;;Latn;
4574;naw;Nawuri;Nawuri language;;alv-kwa;Kwa;;;;Latn;
4575;nax;Nakwi;Nakwi language;;qfa-mal;Left May;;;;Latn;
4576;nay;Ngarrindjeri;Ngarrindjeri language;;aus-pam;Pama-Nyungan;;;;Latn;Yaraldi
4577;naz;Coatepec Nahuatl;Coatepec Nahuatl language;;azc-nah;Nahuan;;;;Latn;
4578;nb;Norwegian Bokmål;Norwegian Bokmål language;;gmq;North Germanic;;;;Latn;Bokmål
4579;nba;Nyemba;Nyemba language;;nic-bco;Benue-Congo;;;;Latn;
4580;nbb;Ndoe;Ndoe language;;nic-bod;Bantoid;;;;Latn;
4581;nbc;Chang;Chang language;;tbq;Tibeto-Burman;;;;Latn;
4582;nbd;Ngbinda;Ngbinda language;;bnt;Bantu;;;;Latn;
4583;nbe;Konyak Naga;Konyak Naga language;;sit;Sino-Tibetan;;;;Latn;
4584;nbg;Nagarchal;Nagarchal language;;dra;Dravidian;;;;;
4585;nbh;Ngamo;Ngamo language;;cdc-wst;West Chadic;;;;Latn;
4586;nbi;Mao Naga;Mao Naga language;;sit;Sino-Tibetan;;;;Latn;
4587;nbj;Ngarinman;Ngarinman language;;;;;;Latn;
4588;nbk;Nake;Nake language;;;;;;Latn;
4589;nbm;Ngbaka Ma'bo;Ngbaka Ma'bo language;;nic-ubg;Ubangian;;;;Latn;
4590;nbn;Kuri;Kuri language;;poz;Malayo-Polynesian;;;;Latn;Nabi
4591;nbo;Nkukoli;Nkukoli language;;nic-bco;Benue-Congo;;;;Latn;
4592;nbp;Nnam;Nnam language;;nic-bod;Bantoid;;;;Latn;
4593;nbq;Nggem;Nggem language;;ngf;Trans-New Guinea;;;;Latn;
4594;nbr;Numana-Nunku-Gbantu-Numbu;Numana-Nunku-Gbantu-Numbu language;;nic-bco;Benue-Congo;;;;Latn;
4595;nbs;Namibian Sign Language;Namibian Sign Language;;sgn;sign;;;;;
4596;nbt;Na;Na language;;sit-tan;Tani;;;;;Bangni
4597;nbu;Rongmei Naga;Rongmei Naga language;;sit;Sino-Tibetan;;;;Latn;
4598;nbv;Ngamambo;Ngamambo language;;nic-bod;Bantoid;;;;Latn;
4599;nbw;Southern Ngbandi;Southern Ngbandi language;;nic-ubg;Ubangian;;;;Latn;
4600;nby;Ningera;Ningera language;;;;;;;
4601;nca;Iyo;Iyo language;;ngf-fin;Finisterre;;;;Latn;
4602;ncb;Central Nicobarese;Central Nicobarese language;;;;;;;
4603;ncc;Ponam;Ponam language;;poz-aay;Admiralty Islands;;;;;
4604;ncd;Nachering;Nachering language;;sit;Sino-Tibetan;;;;;
4605;nce;Yale;Yale language;;;;;;;
4606;ncf;Notsi;Notsi language;;poz-ocw;Western Oceanic;;;;;
4607;ncg;Nisga'a;Nisga'a language;;;;;;;
4608;nch;Central Huasteca Nahuatl;Central Huasteca Nahuatl language;;azc-nah;Nahuan;;;;Latn;
4609;nci;Classical Nahuatl;Classical Nahuatl language;;azc-nah;Nahuan;;autodetect;;Latn;
4610;ncj;Northern Puebla Nahuatl;Northern Puebla Nahuatl language;;azc-nah;Nahuan;;;;Latn;
4611;nck;Nakara;Nakara language;;aus-arn;Arnhem;;;;Latn;
4612;ncl;Michoacán Nahuatl;Michoacán Nahuatl language;;azc-nah;Nahuan;;;;Latn;
4613;ncm;Nambo;Nambo language;;;;;;;
4614;ncn;Nauna;Nauna language;;poz-aay;Admiralty Islands;;;;;
4615;nco;Sibe;Sibe language;;;;;;Latn;
4616;ncp;Ndaktup;Ndaktup language;;nic-grf;Grassfields;;;;Latn;
4617;ncr;Ncane;Ncane language;;nic-bod;Bantoid;;;;Latn;
4618;ncs;Nicaraguan Sign Language;Nicaraguan Sign Language;;sgn;sign;;;;;
4619;nct;Chothe Naga;Chothe Naga language;;tbq-kuk;Kukish;;;;;Chothe
4620;ncu;Chumburung;Chumburung language;;alv-kwa;Kwa;;;;Latn;
4621;ncx;Central Puebla Nahuatl;Central Puebla Nahuatl language;;azc-nah;Nahuan;;;;Latn;
4622;ncz;Natchez;Natchez language;;;;;;;
4623;nd;Northern Ndebele;Northern Ndebele language;;bnt-ngu;Nguni;;autodetect;;Latn;North Ndebele
4624;nda;Ndasa;Ndasa language;;bnt;Bantu;;;;Latn;
4625;ndb;Kenswei Nsei;Kenswei Nsei language;;alv;Atlantic-Congo;;;;Latn;
4626;ndc;Ndau;Ndau language;;bnt;Bantu;;;;Latn;
4627;ndd;Nde-Nsele-Nta;Nde-Nsele-Nta language;;nic-bod;Bantoid;;;;Latn;
4628;ndf;Nadruvian;Nadruvian language;;;;;;;
4629;ndg;Ndengereko;Ndengereko language;;bnt;Bantu;;;;Latn;
4630;ndh;Ndali;Ndali language;;bnt;Bantu;;;;Latn;
4631;ndi;Chamba Leko;Chamba Leko language;;alv;Atlantic-Congo;;;;;Samba Leko,Samba Leeko
4632;ndj;Ndamba;Ndamba language;;bnt;Bantu;;;;Latn;
4633;ndk;Ndaka;Ndaka language;;bnt;Bantu;;;;Latn;
4634;ndl;Ndolo;Ndolo language;;bnt;Bantu;;;;Latn;
4635;ndm;Ndam;Ndam language;;cdc-est;East Chadic;;;;Latn;
4636;ndn;Ngundi;Ngundi language;;bnt;Bantu;;;;Latn;
4637;ndp;Ndo;Ndo language;;csu;Central Sudanic;;;;;
4638;ndq;Ndombe;Ndombe language;;bnt;Bantu;;;;Latn;
4639;ndr;Ndoola;Ndoola language;;nic-bod;Bantoid;;;;Latn;
4640;nds;Low German;Low German language;;gmw;West Germanic;;;;Latn;Low Saxon,Modern Low German
4641;nds-de;German Low German;German Low German language;;gmw;West Germanic;;;exceptional;Latn;
4642;nds-nl;Dutch Low Saxon;Dutch Low Saxon language;;gmw;West Germanic;;;exceptional;Latn;
4643;ndt;Ndunga;Ndunga language;;nic-ubg;Ubangian;;;;Latn;
4644;ndu;Dugun;Dugun language;;;;;;;
4645;ndv;Ndut;Ndut language;;alv-sng;Senegambian;;;;Latn;
4646;ndw;Ndobo;Ndobo language;;bnt;Bantu;;;;Latn;
4647;ndx;Nduga;Nduga language;;;;;;;
4648;ndy;Lutos;Lutos language;;csu;Central Sudanic;;;;;
4649;ndz;Ndogo;Ndogo language;;nic-ubg;Ubangian;;;;Latn;
4650;ne;Nepali;Nepali language;;inc;Indo-Aryan;;;;Deva;Nepalese
4651;nea;Eastern Ngad'a;Eastern Ngad'a language;;;;;;;
4652;neb;Toura;Toura language;;dmn;Mande;;;;Latn;
4653;nec;Nedebang;Nedebang language;;;;;;;
4654;ned;Nde-Gbite;Nde-Gbite language;;;;;;;
4655;nee;Kumak;Kumak language;;poz-cln;New Caledonian;;;;;Nêlêmwa-Nixumwak,Nêlêmwa,Nixumwak,Nenema
4656;nef;Nefamese;Nefamese language;;;;;;;
4657;neg;Negidal;Negidal language;;tuw;Tungusic;;;;;
4658;neh;Nyenkha;Nyenkha language;;sit;Sino-Tibetan;;;;Tibt,Latn;Nyen,Henka,Mangsdekha,Phobjip,Mangdep,Mangde,Hen Kha,Henkha,Mandebi-kha,Nehan,Phobjikha,Chutobikha
4659;nei;Neo-Hittite;Neo-Hittite language;;ine-ana;Anatolian;;;;Xsux;
4660;nej;Neko;Neko language;;ngf-fin;Finisterre;;;;Latn;
4661;nek;Neku;Neku language;;poz-cln;New Caledonian;;;;;
4662;nem;Nemi;Nemi language;;poz-cln;New Caledonian;;;;Latn;
4663;nen;Nengone;Nengone language;;poz-occ;Central-Eastern Oceanic;;;;;
4664;neo;Ná-Meo;Ná-Meo language;;hmn;Hmong;;;;;
4665;neq;North Central Mixe;North Central Mixe language;;;;;;;
4666;ner;Yahadian;Yahadian language;;;;;;;
4667;nes;Bhoti Kinnauri;Bhoti Kinnauri language;;;;;;;
4668;net;Nete;Nete language;;;;;;;
4669;neu;Neo;Neo language;appendix-constructed;art;constructed;;;;Latn;
4670;nev;Nyaheun;Nyaheun language;;aav-ban;Bahnaric;;;;;
4671;new;Newari;Newari language;;sit;Sino-Tibetan;;;;Deva;
4672;nex;Neme;Neme language;;;;;;;
4673;ney;Neyo;Neyo language;;kro;Kru;;;;;
4674;nez;Nez Perce;Nez Perce language;;nai-shp;Sahaptian;;;;Latn;Nez Percé,Numipu
4675;nfa;Dhao;Dhao language;;poz;Malayo-Polynesian;;;;;
4676;nfd;Ahwai;Ahwai language;;nic-bco;Benue-Congo;;;;Latn;
4677;nfl;Aiwoo;Aiwoo language;;poz-oce;Oceanic;;;;Latn;Äiwoo
4678;nfr;Nafaanra;Nafaanra language;;alv;Atlantic-Congo;;;;Latn;
4679;nfu;Mfumte;Mfumte language;;nic-grf;Grassfields;;;;Latn;
4680;ng;Ndonga;Ndonga language;;bnt;Bantu;;;;Latn;
4681;nga;Ngbaka;Ngbaka language;;alv-sav;Savanna;;;;Latn;Ngbaka Gbaya,Ngbaka Minagende
4682;ngb;Northern Ngbandi;Northern Ngbandi language;;nic-ubg;Ubangian;;;;Latn;
4683;ngc;Lingombe;Lingombe language;;bnt;Bantu;;;;;Ngombe (Democratic Republic of the Congo),Ngombe
4684;ngd;Bagandou;Bagandou language;;bnt;Bantu;;;;;Ngando (Central African Republic),Ngando,Bangandou
4685;nge;Ngemba;Ngemba language;;nic-bod;Bantoid;;;;Latn;
4686;ngg;Ngbaka Manza;Ngbaka Manza language;;alv;Atlantic-Congo;;;;Latn;
4687;ngh;Nǀuu;Nǀuu language;;khi-tuu;Tuu;;;;Latn;Nǁng
4688;ngi;Ngizim;Ngizim language;;cdc-wst;West Chadic;;;;Latn;
4689;ngj;Ngie;Ngie language;;nic-bod;Bantoid;;;;Latn;
4690;ngk;Ngalkbun;Ngalkbun language;;aus-gun;Gunwinyguan;;;;Latn;
4691;ngl;Lomwe;Lomwe language;;bnt;Bantu;;;;Latn;
